City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,ephrata,40.1798,-76.1788,286.07,79,100,1.34,US,1709073408
294,bridgewater,44.3835,-64.5155,276.3,100,40,3.6,CA,1709073409
295,ormara,25.2088,64.6357,295.34,50,36,1.78,PK,1709073410
296,brookings,44.3114,-96.7984,260.43,72,75,9.26,US,1709073264
297,nuevo casas grandes,30.4167,-107.9167,288.34,47,100,11.87,MX,1709073411
298,mascara,35.3966,0.1403,279.66,77,99,7.16,DZ,1709073412
299,bukama,-9.2,25.85,293.06,94,98,0.42,CD,1709073413
300,side,36.7667,31.3885,287.43,66,0,1.5,TR,1709073414
301,saint-pierre,-21.3393,55.4781,296.97,83,0,2.06,RE,1709073415
302,merizo village,13.2658,144.6691,300.0,84,55,7.15,GU,1709073417
303,roosevelt,33.9668,-103.4505,296.27,18,98,13.87,US,1709073417
304,pisz,53.6274,21.8125,283.81,96,99,0.77,PL,1709073418
305,wuxue,29.8506,115.5525,278.26,89,100,1.45,CN,1709073419
306,al bayda,32.7627,21.7551,284.35,69,100,10.14,LY,1709073420
307,riverside,33.7333,-116.0508,295.59,34,0,1.54,US,1709073421
308,vargashi,55.3556,65.8467,262.09,85,81,4.27,RU,1709073422
309,happy valley-goose bay,53.3168,-60.3315,268.32,46,20,3.09,CA,1709073396
310,east london,-33.0153,27.9116,292.17,70,79,3.44,ZA,1709073268
311,ranot,7.7777,100.3213,301.26,70,80,8.61,TH,1709073425
312,luderitz,-26.6481,15.1594,290.55,83,1,1.34,NA,1709073425
313,west end,26.6833,-78.9667,296.14,64,1,4.74,BS,1709073426
314,sittwe,20.15,92.9,294.49,46,0,3.42,MM,1709073427
315,mil'kovo,55.6078,37.7956,269.45,90,87,3.97,RU,1709073428
316,lagos,6.5833,3.75,302.33,87,82,2.47,NG,1709073303
317,vilyuchinsk,52.9306,158.4028,259.3,69,100,2.34,RU,1709073430
318,selizharovo,56.8519,33.4487,272.47,89,97,3.92,RU,1709073431
319,petropavlovsk-kamchatsky,53.0452,158.6483,258.48,77,40,6.0,RU,1709073432
320,yonggwang-up,40.0183,127.4547,271.39,75,21,1.46,KP,1709073433
321,mezzouna,34.5776,9.8419,285.49,58,90,2.74,TN,1709073433
322,ola,59.5833,151.2833,249.43,92,27,2.37,RU,1709073434
323,columbia falls,48.3725,-114.1815,272.49,68,40,0.0,US,1709073435
324,sotuta,20.6,-89.0167,305.69,27,1,2.75,MX,1709073436
325,sao jose da coroa grande,-8.8978,-35.1478,300.27,78,86,3.66,BR,1709073437
326,santa luzia,-19.7697,-43.8514,301.65,65,20,2.06,BR,1709073438
327,lospalos,-8.5186,127.0025,297.55,89,99,3.57,TL,1709073439
328,palu,-0.8917,119.8707,298.23,92,68,1.37,ID,1709073439
329,lamia,38.9,22.4333,288.21,86,100,1.34,GR,1709073441
330,dawesville,30.9224,-84.0091,295.38,63,0,5.14,US,1709073442
331,zhosaly,45.4878,64.0781,268.23,58,0,6.1,KZ,1709073315
332,platteville,42.7342,-90.4785,293.46,47,96,7.51,US,1709073444
333,severo-yeniseyskiy,60.3725,93.0408,251.25,99,100,1.79,RU,1709073445
334,imbituba,-28.24,-48.6703,300.29,92,88,1.94,BR,1709073446
335,carutapera,-1.195,-46.02,297.46,94,100,2.5,BR,1709073447
336,saint john,45.2727,-66.0677,277.15,93,20,2.57,CA,1709073447
337,bratske,47.865,31.5731,275.09,69,100,4.17,UA,1709073448
338,puerto leguizamo,-0.1934,-74.7819,299.56,77,100,0.84,CO,1709073449
339,belyy yar,53.6039,91.3903,247.09,84,99,0.0,RU,1709073450
340,carrigaline,51.8117,-8.3986,280.01,75,40,1.03,IE,1709073451
341,guerrero negro,27.9769,-114.0611,292.36,57,100,2.81,MX,1709073452
342,bonyhad,46.2992,18.5302,284.62,73,98,1.73,HU,1709073453
343,gulf shores,30.246,-87.7008,296.8,69,100,4.12,US,1709073451
344,lazaro cardenas,17.9583,-102.2,299.98,68,14,4.77,MX,1709073454
345,north bend,43.4065,-124.2243,283.85,81,100,4.12,US,1709073455
346,aleksandrovsk-sakhalinskiy,50.8975,142.1561,251.8,94,67,1.74,RU,1709073459
347,shahdadpur,25.9241,68.62,290.09,46,2,3.67,PK,1709073460
348,elk city,35.412,-99.4043,300.27,14,20,14.4,US,1709073460
349,sao felix do xingu,-6.6447,-51.995,295.88,96,96,0.7,BR,1709073163
350,gryfice,53.9165,15.2003,277.29,95,100,3.05,PL,1709073462
351,jabat,7.75,168.9751,300.73,84,92,8.2,MH,1709073463
352,boguchany,58.3814,97.4531,248.98,99,99,1.51,RU,1709073465
353,sao francisco,-15.9486,-44.8644,298.81,67,77,1.37,BR,1709073466
354,chiredzi,-21.05,31.6667,295.17,64,100,5.19,ZW,1709073466
355,bumba,2.1833,22.4667,296.09,85,79,1.15,CD,1709073467
356,orlov,58.5395,48.8917,268.29,94,100,3.69,RU,1709073468
357,an nimas,19.1455,42.1201,283.15,81,18,2.31,SA,1709073469
358,nova vicosa,-17.8919,-39.3719,298.91,88,32,3.24,BR,1709073470
359,rancho palos verdes,33.7445,-118.387,292.3,74,40,4.63,US,1709073471
360,laguna,38.421,-121.4238,291.56,37,0,6.69,US,1709073472
361,nadym,65.5333,72.5167,265.19,99,98,3.62,RU,1709073472
362,queenstown,-31.8976,26.8753,283.7,88,35,2.43,ZA,1709073473
363,tofol,5.3248,163.0078,302.03,79,75,4.12,FM,1709073475
364,pinarbasi,38.7229,36.3931,275.68,33,0,0.85,TR,1709073476
365,hinatuan,8.3722,126.3342,297.96,90,99,5.2,PH,1709073477
366,monze,-16.2833,27.4833,291.89,93,100,1.93,ZM,1709073477
367,mukalla,14.5425,49.1242,296.49,79,94,1.81,YE,1709073478
368,mossel bay,-34.1831,22.146,289.11,79,0,9.04,ZA,1709073479
369,hazro,33.9091,72.4921,283.41,51,62,0.77,PK,1709073480
370,barcelos,41.5388,-8.6151,282.51,85,68,3.24,PT,1709073338
371,rudbar,30.15,62.6,281.37,67,100,2.57,AF,1709073482
372,odda,60.0691,6.5457,279.13,97,100,4.05,NO,1709073483
373,san pedro,14.35,121.0167,298.3,79,20,4.02,PH,1709073485
374,sinabang,2.4803,96.3801,299.78,83,96,0.56,ID,1709073488
375,forest,37.3638,-79.2897,286.32,94,100,0.0,US,1709073489
376,hithadhoo,-0.6,73.0833,300.44,78,100,2.01,MV,1709073490
377,kruisfontein,-34.0033,24.7314,286.24,86,5,2.37,ZA,1709073494
378,benjamin aceval,-24.9667,-57.5667,302.01,41,86,1.9,PY,1709073495
379,ambagarh chauki,20.7833,80.7167,293.37,82,4,2.43,IN,1709073496
380,longboat key,27.4125,-82.659,297.17,59,0,5.14,US,1709073497
381,medina,24.4686,39.6142,295.39,15,0,0.0,SA,1709073498
382,rikaze,29.25,88.8833,270.42,26,0,1.7,CN,1709073499
383,coari,-4.085,-63.1414,296.84,92,83,0.56,BR,1709073500
384,kudahuvadhoo,2.6708,72.8944,300.45,80,100,4.34,MV,1709073500
385,gbarnga,6.9956,-9.4722,296.61,96,99,1.16,LR,1709073501
386,itoman,26.1247,127.6694,294.58,70,40,6.69,JP,1709073502
387,ouadda,8.0777,22.4007,297.68,23,90,2.31,CF,1709073503
388,manaquiri,-3.3167,-60.35,302.4,91,95,0.46,BR,1709073504
389,beyneu,45.3167,55.2,270.83,74,11,3.67,KZ,1709073505
390,lorengau,-2.0226,147.2712,301.09,79,96,1.7,PG,1709073506
391,ciudad lazaro cardenas,17.9583,-102.2,299.98,68,14,4.77,MX,1709073507
392,suhbaatar,50.2314,106.2078,249.11,97,100,1.41,MN,1709073508
393,port macquarie,-31.4333,152.9167,299.76,67,7,2.71,AU,1709073508
394,tutong,4.8,114.65,299.2,92,68,2.13,BN,1709073509
395,sassandra,4.95,-6.0833,299.81,91,97,2.55,CI,1709073510
396,mutum,-19.8,-41.4383,296.56,87,32,0.9,BR,1709073511
397,pacasmayo,-7.4006,-79.5714,298.3,73,97,7.26,PE,1709073514
398,roma,43.2128,-75.4557,290.23,39,0,6.17,US,1709073514
399,berezovyy,51.6667,135.7,256.88,94,100,0.35,RU,1709073515
400,ocean shores,46.9737,-124.1563,280.38,92,100,4.63,US,1709073466
401,ban phai,16.06,102.731,296.27,78,1,2.25,TH,1709073517
402,koyulhisar,40.3025,37.8311,277.77,48,0,0.83,TR,1709073518
403,oranjemund,-28.55,16.4333,291.7,76,0,2.14,NA,1709073519
404,arno,60.1167,18.6333,273.03,96,51,4.68,SE,1709073519
405,bay harbor,30.1471,-85.6146,295.19,77,0,8.75,US,1709073520
406,port blair,11.6667,92.75,299.17,89,20,1.03,IN,1709073522
407,alpine,32.835,-116.7664,291.46,63,75,3.6,US,1709073523
408,seven pagodas,12.6264,80.1722,299.31,72,62,2.81,IN,1709073524
409,jacmel,18.2342,-72.5347,301.06,77,23,0.95,HT,1709073524
410,kuraymah,18.55,31.85,292.2,22,2,5.11,SD,1709073525
411,villa gesell,-37.2639,-56.973,295.96,82,50,3.48,AR,1709073526
412,soio,-6.1349,12.3689,300.19,88,39,2.36,AO,1709073527
413,saldanha,-33.0117,17.9442,297.18,46,0,5.97,ZA,1709073528
414,rio gallegos,-51.6226,-69.2181,294.18,46,40,3.09,AR,1709073529
415,agua de dios,4.3765,-74.67,302.98,58,88,1.51,CO,1709073529
416,antalaha,-14.9003,50.2788,297.5,94,93,1.71,MG,1709073530
417,coyhaique,-45.5752,-72.0662,289.49,77,75,1.03,CL,1709073531
418,harper,4.375,-7.7169,300.13,87,100,2.5,LR,1709073532
419,green river,41.5286,-109.4662,268.25,56,87,12.6,US,1709073533
420,fale old settlement,-9.3852,-171.2468,301.88,78,84,8.08,TK,1709073533
421,fukuecho,32.6881,128.8419,282.68,66,97,7.75,JP,1709073534
422,rongelap,11.1635,166.8941,299.98,84,57,8.4,MH,1709073535
423,xai-xai,-25.0519,33.6442,296.63,68,83,5.53,MZ,1709073536
424,as sulayyil,20.4607,45.5779,293.29,42,1,3.16,SA,1709073537
425,kitimat,54.0524,-128.6534,264.36,88,100,1.18,CA,1709073525
426,keminmaa,65.8596,24.8228,270.02,93,100,5.14,FI,1709073539
427,bari sadri,24.4167,74.4667,288.57,40,0,3.73,IN,1709073540
428,fort william,56.8165,-5.1121,276.85,95,75,2.77,GB,1709073541
429,port arthur,38.8,121.2667,270.27,63,100,1.45,CN,1709073541
430,manokwari,-0.8667,134.0833,299.88,79,97,0.41,ID,1709073542
431,chegdomyn,51.1167,133.0167,254.49,94,99,0.31,RU,1709073548
432,ubinskoye,55.3068,79.6802,254.52,100,95,3.45,RU,1709073549
433,salmas,38.1973,44.7653,269.48,37,0,0.74,IR,1709073550
434,pedregal,8.3667,-82.4333,307.2,34,20,3.6,PA,1709073551
435,tshela,-4.9833,12.9333,296.95,99,94,0.25,CD,1709073552
436,chui,-33.6971,-53.4616,295.05,94,24,2.68,UY,1709073553
437,turpan,42.9333,89.1667,273.05,34,21,1.51,CN,1709073554
438,nemuro,43.3236,145.575,268.21,75,100,14.39,JP,1709073554
439,zabol,32.25,67.25,276.81,92,100,1.5,AF,1709073555
440,isangel,-19.55,169.2667,303.21,84,75,2.06,VU,1709073556
441,aladag,37.5485,35.396,278.27,69,0,1.66,TR,1709073557
442,porto novo,6.4965,2.6036,301.02,83,79,3.4,BJ,1709073558
443,ataq,14.5377,46.8319,291.47,78,92,4.56,YE,1709073559
444,caucete,-31.6518,-68.2811,306.3,32,35,2.04,AR,1709073560
445,vinogradovo,56.9333,37.55,266.72,90,79,4.1,RU,1709073561
446,alakurtti,66.9672,30.3491,267.66,96,66,1.87,RU,1709073563
447,surovikino,48.6078,42.8486,266.91,84,16,4.15,RU,1709073563
448,palmer,42.1584,-72.3287,287.9,44,75,4.63,US,1709073564
449,taza,34.25,-3.75,280.09,73,3,7.39,MA,1709073565
450,bikenibeu village,1.3673,173.1241,302.13,79,40,4.12,KI,1709073566
451,makariv,50.4641,29.8113,277.02,65,100,4.2,UA,1709073567
452,puerto baquerizo moreno,-0.9,-89.6,301.7,79,20,6.69,EC,1709073568
453,bulgan,48.8125,103.5347,247.44,92,51,1.65,MN,1709073568
454,ilebo,-4.3167,20.5833,295.31,94,47,0.57,CD,1709073569
455,bandar-e lengeh,26.5579,54.8807,292.54,59,0,0.41,IR,1709073570
456,qamdo,31.1667,97.2333,264.7,68,98,3.4,CN,1709073571
457,trevelin,-43.0858,-71.4639,288.86,87,100,1.74,AR,1709073572
458,avenal,36.0041,-120.129,289.24,53,87,3.22,US,1709073573
459,turaif,31.6725,38.6637,279.29,49,40,4.12,SA,1709073574
460,naze,28.3667,129.4833,288.66,73,94,6.85,JP,1709073574
461,madalena,41.2162,-8.3345,281.74,78,70,1.87,PT,1709073575
462,alesund,62.4723,6.1549,279.66,65,40,5.66,NO,1709073576
463,luganville,-15.5333,167.1667,302.12,72,98,0.32,VU,1709073577
464,chonchi,-42.6128,-73.8092,290.71,97,81,1.12,CL,1709073578
465,malkapur,20.8833,76.2,297.25,59,0,1.85,IN,1709073579
466,tulagi,-9.0996,160.1476,300.32,82,100,2.5,SB,1709073580
467,male,4.1748,73.5089,300.12,89,100,1.03,MV,1709073580
468,cefalu,38.0386,14.0229,287.59,61,100,0.45,IT,1709073581
469,hami,42.8,93.45,268.54,36,87,2.1,CN,1709073582
470,aldan,58.6031,125.3894,240.0,100,74,1.64,RU,1709073583
471,ouani,-12.1322,44.4258,301.46,75,99,2.93,KM,1709073584
472,apolinario saravia,-24.4328,-63.9954,297.74,92,100,5.77,AR,1709073585
473,port saint john's,-31.6229,29.5448,292.92,76,99,1.46,ZA,1709073585
474,fortuna,40.5982,-124.1573,285.92,61,0,6.69,US,1709073586
475,dukhan,25.4297,50.7858,290.94,54,23,3.95,QA,1709073587
476,ciudad de huajuapan de leon,17.8,-97.7667,303.77,8,0,4.31,MX,1709073588
477,satow-oberhagen,54.0,11.8833,275.14,96,97,1.21,DE,1709073589
478,valparaiso,-33.0393,-71.6273,295.37,67,0,5.66,CL,1709073589
479,gokwe,-18.2048,28.9349,291.15,81,99,4.47,ZW,1709073590
480,tangalle,6.024,80.7911,297.79,83,100,4.7,LK,1709073591
481,mahina,-17.5065,-149.489,303.01,70,31,4.06,PF,1709073592
482,sabang,5.8933,95.3214,301.56,74,98,8.48,ID,1709073593
483,palpala,-24.2565,-65.2116,293.72,100,100,3.6,AR,1709073594
484,daru,-9.0763,143.2092,300.23,82,99,2.86,PG,1709073595
485,port-gentil,-0.7193,8.7815,301.02,83,96,4.99,GA,1709073596
486,barra de santo antonio,-9.4047,-35.5072,301.75,78,93,3.47,BR,1709073596
487,zeya,53.75,127.2667,255.09,96,100,1.63,RU,1709073597
488,deqen,29.9618,90.7188,269.72,50,30,2.81,CN,1709073598
489,la ronge,55.1001,-105.2842,255.29,42,20,4.63,CA,1709073599
490,chichimila,20.6167,-88.2167,303.18,35,16,3.26,MX,1709073600
491,haimen,23.1935,116.6142,287.09,81,100,8.15,CN,1709073601
492,noosa heads,-26.3833,153.15,300.99,65,31,5.53,AU,1709073503
493,broken hill,-31.95,141.4333,307.18,14,36,7.19,AU,1709073608
494,midvagur,62.0511,-7.1939,276.61,81,75,12.35,FO,1709073609
495,ivdel',60.6911,60.4206,270.94,80,100,4.02,RU,1709073611
496,boysun,38.2061,67.1986,271.43,97,100,1.48,UZ,1709073612
497,dzerzhinskoye,56.8344,95.2283,249.12,97,57,1.0,RU,1709073613
498,wanning,18.8003,110.3967,294.98,91,100,2.01,CN,1709073614
499,kodinsk,58.6881,99.1844,255.06,100,100,1.37,RU,1709073615
500,yuzhno-kurilsk,44.0306,145.8556,269.47,85,100,14.75,RU,1709073616
501,ado-odo,6.6,2.9333,302.27,86,57,2.82,NG,1709073617
502,redwood falls,44.5394,-95.1169,261.23,67,100,9.26,US,1709073514
503,key west,24.5557,-81.7826,298.15,60,0,5.66,US,1709073085
504,lautoka,-17.6167,177.4667,304.07,66,40,2.57,FJ,1709073622
505,kavieng,-2.5744,150.7967,302.0,71,89,1.39,PG,1709073623
506,pattaya,12.9333,100.8833,301.76,78,71,0.66,TH,1709073624
507,lunsar,8.6833,-12.5333,298.67,86,13,1.93,SL,1709073624
508,patacamaya,-17.2333,-67.9167,284.92,69,71,5.18,BO,1709073629
509,sao joao dos patos,-6.495,-43.7022,296.28,90,83,1.16,BR,1709073630
510,sogamoso,5.7143,-72.9339,288.73,82,85,1.07,CO,1709073631
511,jiangzi,28.95,89.6333,265.03,69,17,3.28,CN,1709073632
512,kujang-up,39.8672,126.0303,271.99,73,98,1.3,KP,1709073637
513,kangding,30.0513,101.9603,276.59,64,13,2.28,CN,1709073639
514,esteio,-29.8614,-51.1792,300.14,92,40,2.06,BR,1709073640
515,rawson,-43.3002,-65.1023,293.8,62,100,7.35,AR,1709073641
516,northam,51.0333,-4.2167,282.18,97,84,1.83,GB,1709073642
517,ulaangom,49.9811,92.0667,243.92,85,67,1.63,MN,1709073642
518,colonia,50.9333,6.95,277.92,87,40,3.09,DE,1709073644
519,sibiti,-3.6819,13.3499,295.02,96,14,0.98,CG,1709073647
520,ipsala,40.9212,26.3827,280.04,76,6,0.82,TR,1709073647
521,mildura,-34.2,142.15,306.18,25,52,9.11,AU,1709073648
522,tindouf,27.6711,-8.1474,290.4,36,0,6.17,DZ,1709073649
523,mountain home,43.133,-115.6912,278.39,56,75,6.69,US,1709073650
524,nizhniy odes,63.6445,54.856,270.94,98,100,2.5,RU,1709073651
525,ingeniero jacobacci,-41.3427,-69.5448,293.23,37,100,8.39,AR,1709073653
526,shiprock,36.7855,-108.687,284.34,25,61,12.95,US,1709073654
527,terra nova,-12.3667,-40.6667,295.34,87,74,0.64,BR,1709073655
528,kaseda-shirakame,31.4167,130.3167,284.15,74,90,3.01,JP,1709073656
529,malkara,40.89,26.9011,281.16,77,13,1.31,TR,1709073657
530,kandalaksha,67.162,32.4123,262.62,99,65,1.61,RU,1709073658
531,karukh,34.4811,62.5863,272.35,96,100,1.74,AF,1709073659
532,gongzhuling,43.5008,124.8198,265.39,96,98,1.73,CN,1709073659
533,vigan,17.5747,120.3869,296.57,73,35,2.09,PH,1709073660
534,melenki,55.3343,41.6295,265.3,87,68,4.76,RU,1709073661
535,ar ruways,24.1103,52.7306,291.39,59,1,1.99,AE,1709073662
536,san mariano,7.5,126.0,294.84,97,96,1.22,PH,1709073663
537,magadan,59.5667,150.8,250.41,92,58,1.84,RU,1709073664
538,vancleave,30.5405,-88.6875,297.16,82,75,2.57,US,1709073590
539,mutsu,41.2894,141.2169,271.79,79,20,2.48,JP,1709073561
540,enoch,37.7733,-113.0244,281.19,33,0,2.84,US,1709073666
541,haifa,32.8156,34.9892,286.64,70,1,1.98,IL,1709073667
542,cascais,38.6979,-9.4215,285.4,77,70,10.28,PT,1709073668
543,kerema,-7.9631,145.7785,301.4,74,99,1.96,PG,1709073670
544,korla,41.7597,86.1469,270.9,75,95,4.95,CN,1709073671
545,terra boa,-23.7681,-52.4442,298.03,74,92,1.4,BR,1709073673
546,jeremie,18.65,-74.1167,298.41,79,27,2.23,HT,1709073674
547,ulladulla,-35.35,150.4667,297.51,68,2,3.55,AU,1709073674
548,natal,-5.795,-35.2094,299.51,100,100,3.6,BR,1709073509
549,piti village,13.4626,144.6933,300.18,77,0,4.12,GU,1709073676
550,petropavlovka,50.6114,105.3196,250.62,90,100,2.44,RU,1709073677
551,barra da estiva,-13.6261,-41.3269,293.9,77,43,1.66,BR,1709073678
552,raahe,64.6833,24.4833,269.2,88,63,6.86,FI,1709073679
553,remire-montjoly,4.9167,-52.2667,299.17,73,0,1.54,GF,1709073680
554,tshabong,-26.05,22.45,295.61,60,0,7.12,BW,1709073682
555,samamiya,11.3487,9.6399,299.73,22,23,2.49,NG,1709073683
556,alaghsas,17.0187,8.0168,297.8,9,7,4.18,NE,1709073684
557,vila velha,-20.3297,-40.2925,300.12,86,20,3.6,BR,1709073685
558,boiling springs,35.0465,-81.9818,290.65,75,75,4.63,US,1709073389
559,palmas,-10.2128,-48.3603,300.08,89,20,0.0,BR,1709073687
560,gamba,-2.65,10.0,299.2,91,89,0.69,GA,1709073688
561,saint-philippe,-21.3585,55.7679,295.92,73,37,4.21,RE,1709073689
562,hilo,19.7297,-155.09,297.18,85,100,0.45,US,1709073690
563,callao,-12.0667,-77.15,298.31,69,75,9.77,PE,1709073691
564,cassilandia,-19.1133,-51.7342,301.9,46,56,1.6,BR,1709073625
565,dunedin,-45.8742,170.5036,285.26,99,100,2.24,NZ,1709073602
566,likiep,9.8251,169.3107,300.3,83,78,8.81,MH,1709073696
567,sosua,19.7667,-70.5167,300.14,100,75,0.0,DO,1709073612
568,muynoq,43.7683,59.0214,273.37,59,12,3.3,UZ,1709073702
569,plastun,44.7561,136.2939,267.95,78,99,0.76,RU,1709073703
570,semenivka,52.1783,32.5818,273.8,71,100,3.97,UA,1709073704
571,lidingo,59.3667,18.1833,275.14,94,100,2.06,SE,1709073704
572,vilyuysk,63.7553,121.6247,245.37,100,36,2.24,RU,1709073705
573,awjilah,29.1081,21.2869,288.43,26,0,6.0,LY,1709073711
574,cabinda,-5.55,12.2,300.11,91,82,1.28,AO,1709073714
575,quchan,37.106,58.5095,266.55,92,83,0.4,IR,1709073715
576,gebeit,21.0667,36.3167,290.37,39,0,1.88,SD,1709073716
577,schwedt (oder),53.0596,14.2815,277.4,93,100,3.32,DE,1709073717
578,kayangel,8.0823,134.7173,300.37,83,100,10.96,PW,1709073499
579,anatuya,-28.4606,-62.8347,298.3,86,100,2.11,AR,1709073727
580,dalandzadgad,43.5708,104.425,258.89,71,28,3.93,MN,1709073728
581,konarka,19.9,86.1167,296.37,74,0,2.91,IN,1709073729
582,adler,43.43,39.92,277.24,65,0,4.0,RU,1709073730
583,condado,21.8767,-79.8403,298.48,63,9,1.71,CU,1709073731
584,heunghae,36.1125,129.3522,276.47,69,10,1.29,KR,1709073731
585,nantucket,41.2835,-70.0995,282.23,93,75,6.69,US,1709073732
586,forio,40.7342,13.8646,289.5,84,100,4.92,IT,1709073734
587,el calafate,-50.3408,-72.2768,286.49,73,67,4.04,AR,1709073735
